FID,CID,Type,POINT_X,POINT_Y
430, 0, 1, 12306079.4593, 3384747.12522
431, 0, 1, 12307982.4447, 3383821.35232
432, 0, 1, 12307887.0467, 3383345.15586
433, 0, 1, 12306278.9624, 3383092.65481
434, 0, 1, 12307321.063, 3383693.34415
435, 0, 1, 12307028.3353, 3383727.9472
436, 0, 1, 12306941.9855, 3383859.95381
437, 0, 1, 12308286.6993, 3383958.18325
438, 0, 1, 12308335.3938, 3383984.05873
439, 0, 1, 12306774.4021, 3382821.2435
440, 0, 1, 12306165.8671, 3382885.197
441, 0, 1, 12307834.3458, 3383202.84494
442, 0, 1, 12306276.1127, 3383098.2824
443, 0, 1, 12306277.67, 3383654.40569
444, 0, 1, 12308213.7136, 3383912.34603
445, 0, 1, 12306793.9718, 3383614.08104
446, 0, 1, 12306490.7676, 3383224.90542
447, 0, 1, 12308377.1061, 3384055.41903
448, 0, 1, 12307183.5496, 3384514.94041
449, 0, 1, 12306223.3075, 3384186.24774
450, 0, 1, 12307001.4397, 3384055.04689
451, 0, 1, 12308177.1177, 3383891.37176
452, 0, 1, 12307384.2491, 3383779.1844
453, 0, 1, 12306557.4435, 3383729.38046
454, 0, 1, 12307163.7763, 3383854.50325
455, 0, 1, 12306194.3101, 3383140.46246
456, 0, 1, 12306196.3095, 3383136.92813
457, 0, 1, 12307861.1355, 3383758.22248
458, 0, 1, 12307306.6201, 3383434.72897
459, 0, 1, 12307546.1201, 3383575.81631
460, 0, 1, 12306924.6421, 3383902.11893
461, 0, 1, 12306235.4733, 3384135.99841
462, 0, 1, 12306407.79, 3382963.46526
463, 0, 1, 12306894.4781, 3383131.75924
464, 0, 1, 12306347.5569, 3383268.85191
465, 0, 1, 12306154.2617, 3383514.44328
466, 0, 1, 12307894.2201, 3383763.12769
467, 0, 1, 12306097.4108, 3382719.61799
468, 0, 1, 12306300.9496, 3383881.0987
469, 0, 1, 12307209.7441, 3384613.02565
470, 0, 1, 12307277.1913, 3383695.61234
471, 0, 1, 12307831.3044, 3383800.10407
472, 0, 1, 12307104.9343, 3384294.4162
473, 0, 1, 12306094.386, 3382857.74389
474, 0, 1, 12305992.2444, 3385062.44938
475, 0, 1, 12306152.814, 3382789.94295
476, 0, 1, 12306198.2922, 3383148.02894
477, 0, 1, 12306771.3926, 3383667.17456
478, 0, 1, 12307601.169, 3383907.64996
479, 0, 1, 12306089.9888, 3382734.00984
480, 0, 1, 12306239.1899, 3383462.92933
481, 0, 1, 12306151.395, 3383557.93795
482, 0, 1, 12307036.0963, 3383997.76643
483, 0, 1, 12306972.7283, 3384751.47576
484, 0, 1, 12307103.5452, 3384176.38005
485, 0, 1, 12308423.4898, 3382670.54252
486, 0, 1, 12307717.9417, 3383870.52864
487, 0, 1, 12307836.4447, 3383591.17157
488, 0, 1, 12307510.8202, 3383566.03844
489, 0, 1, 12307169.9026, 3384661.04602
490, 0, 1, 12306278.238, 3382892.79093
491, 0, 1, 12306348.8629, 3382747.42841
492, 0, 1, 12308106.1028, 3382943.74263
493, 0, 1, 12306967.0532, 3383630.2026
494, 0, 1, 12307240.934, 3383436.92962
495, 0, 1, 12307397.0874, 3383502.86013
496, 0, 1, 12306896.4555, 3383675.84594
497, 0, 1, 12307103.7382, 3384375.88226
498, 0, 1, 12306988.0781, 3384763.82511
499, 0, 1, 12307897.0004, 3383751.43476
500, 0, 1, 12306329.8403, 3383321.10264
501, 0, 1, 12308237.5016, 3382848.98111
502, 0, 1, 12306385.1282, 3382950.40599
503, 0, 1, 12307325.5626, 3383695.43702
504, 0, 1, 12306469.4142, 3383305.29843
505, 0, 1, 12306968.7806, 3383261.93232
506, 0, 1, 12307892.8958, 3383791.28315
507, 0, 1, 12307283.7307, 3383784.21477
508, 0, 1, 12307822.9134, 3383524.13808
509, 0, 1, 12306328.8456, 3382739.32367
510, 0, 1, 12307099.7737, 3384362.79169
511, 0, 1, 12307145.4026, 3385076.38807
512, 0, 1, 12308041.9338, 3382946.39234
513, 0, 1, 12307006.8905, 3383695.56086
514, 0, 1, 12307414.165, 3383885.00766
515, 0, 1, 12308423.4809, 3382664.03296
516, 0, 1, 12307936.4843, 3383050.35145
517, 0, 1, 12306101.6775, 3382682.93198
518, 0, 1, 12307854.1213, 3383176.61302
